Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A3B6LY01	unreviewed	A0A3B6LY01_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_074968	Triticum aestivum (Wheat)	718
A0A3B6LZ44	unreviewed	A0A3B6LZ44_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_075302	Triticum aestivum (Wheat)	554
A0A3B6MNM8	unreviewed	A0A3B6MNM8_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_076753	Triticum aestivum (Wheat)	698
A0A3B6MP59	unreviewed	A0A3B6MP59_WHEAT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	CFC21_076891	Triticum aestivum (Wheat)	614
A0A3B6MQ19	unreviewed	A0A3B6MQ19_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_077519	Triticum aestivum (Wheat)	586
A0A3B6MR69	unreviewed	A0A3B6MR69_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_077519	Triticum aestivum (Wheat)	463
A0A3B6MRH3	unreviewed	A0A3B6MRH3_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	728
A0A3B6MRQ0	unreviewed	A0A3B6MRQ0_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_077519	Triticum aestivum (Wheat)	721
A0A3B6MUY5	unreviewed	A0A3B6MUY5_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_078639	Triticum aestivum (Wheat)	479
A0A3B6MX66	unreviewed	A0A3B6MX66_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	551
A0A3B6MY34	unreviewed	A0A3B6MY34_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_112602	Triticum aestivum (Wheat)	565
A0A3B6MYU3	unreviewed	A0A3B6MYU3_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	729
A0A3B6N027	unreviewed	A0A3B6N027_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	728
A0A3B6N102	unreviewed	A0A3B6N102_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_080947	Triticum aestivum (Wheat)	733
A0A3B6N1X8	unreviewed	A0A3B6N1X8_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_081246	Triticum aestivum (Wheat)	555
A0A3B6N2D9	unreviewed	A0A3B6N2D9_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_080947	Triticum aestivum (Wheat)	481
A0A3B6N2R4	unreviewed	A0A3B6N2R4_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_080947	Triticum aestivum (Wheat)	625
A0A3B6N3M2	unreviewed	A0A3B6N3M2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_080947	Triticum aestivum (Wheat)	571
A0A3B6NJ62	unreviewed	A0A3B6NJ62_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_081646	Triticum aestivum (Wheat)	558
A0A3B6NK32	unreviewed	A0A3B6NK32_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_081955	Triticum aestivum (Wheat)	569
A0A3B6NNX5	unreviewed	A0A3B6NNX5_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_082920	Triticum aestivum (Wheat)	546
A0A3B6NT47	unreviewed	A0A3B6NT47_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_084068	Triticum aestivum (Wheat)	573
A0A3B6NV20	unreviewed	A0A3B6NV20_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_085315	Triticum aestivum (Wheat)	572
A0A3B6NXA6	unreviewed	A0A3B6NXA6_WHEAT	Uncharacterized protein	CFC21_085315	Triticum aestivum (Wheat)	705
A0A3B6PDT7	unreviewed	A0A3B6PDT7_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_086143	Triticum aestivum (Wheat)	556
A0A3B6PDU2	unreviewed	A0A3B6PDU2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_086147 CFC21_086150	Triticum aestivum (Wheat)	555
A0A3B6PHR6	unreviewed	A0A3B6PHR6_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	592
A0A3B6PI34	unreviewed	A0A3B6PI34_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	548
A0A3B6PP13	unreviewed	A0A3B6PP13_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_088826	Triticum aestivum (Wheat)	573
A0A3B6PSX0	unreviewed	A0A3B6PSX0_WHEAT	Uncharacterized protein	CFC21_090182	Triticum aestivum (Wheat)	705
A0A3B6PTN1	unreviewed	A0A3B6PTN1_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_090182	Triticum aestivum (Wheat)	572
A0A3B6QCI7	unreviewed	A0A3B6QCI7_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_092141	Triticum aestivum (Wheat)	549
A0A3B6QIZ1	unreviewed	A0A3B6QIZ1_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_061442	Triticum aestivum (Wheat)	568
A0A3B6QP42	unreviewed	A0A3B6QP42_WHEAT	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	CFC21_094600	Triticum aestivum (Wheat)	667
A0A3B6R705	unreviewed	A0A3B6R705_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095048	Triticum aestivum (Wheat)	1133
A0A3B6R792	unreviewed	A0A3B6R792_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095292	Triticum aestivum (Wheat)	1143
A0A3B6R8U8	unreviewed	A0A3B6R8U8_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095913	Triticum aestivum (Wheat)	641
A0A3B6R9A2	unreviewed	A0A3B6R9A2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095913	Triticum aestivum (Wheat)	544
A0A3B6RA89	unreviewed	A0A3B6RA89_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095048	Triticum aestivum (Wheat)	1198
A0A3B6RAD9	unreviewed	A0A3B6RAD9_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095048	Triticum aestivum (Wheat)	1148
A0A3B6RCX3	unreviewed	A0A3B6RCX3_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_095913	Triticum aestivum (Wheat)	729
A0A3B6RG93	unreviewed	A0A3B6RG93_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_098151	Triticum aestivum (Wheat)	605
A0A3B6RKB0	unreviewed	A0A3B6RKB0_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_098151	Triticum aestivum (Wheat)	546
A0A3B6RR94	unreviewed	A0A3B6RR94_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_100121	Triticum aestivum (Wheat)	557
A0A3B6SFT8	unreviewed	A0A3B6SFT8_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_103149	Triticum aestivum (Wheat)	591
A0A3B6SKE2	unreviewed	A0A3B6SKE2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_103149	Triticum aestivum (Wheat)	548
A0A3B6SKX7	unreviewed	A0A3B6SKX7_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_105696	Triticum aestivum (Wheat)	1145
A0A3B6SLR8	unreviewed	A0A3B6SLR8_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_103149	Triticum aestivum (Wheat)	454
A0A3B6T7W6	unreviewed	A0A3B6T7W6_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_106646	Triticum aestivum (Wheat)	1151
A0A3B6TBP9	unreviewed	A0A3B6TBP9_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_106646	Triticum aestivum (Wheat)	893
A0A3B6TFP6	unreviewed	A0A3B6TFP6_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_109526	Triticum aestivum (Wheat)	548
A0A3B6TH24	unreviewed	A0A3B6TH24_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_106646	Triticum aestivum (Wheat)	891
A0A3B6TK93	unreviewed	A0A3B6TK93_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	729
A0A3B6TKT2	unreviewed	A0A3B6TKT2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_109526	Triticum aestivum (Wheat)	551
A0A3B6TYA2	unreviewed	A0A3B6TYA2_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_111332	Triticum aestivum (Wheat)	560
A0A3B6UAB3	unreviewed	A0A3B6UAB3_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)	CFC21_026911	Triticum aestivum (Wheat)	548
A0A3B6UBH3	unreviewed	A0A3B6UBH3_WHEAT	4-coumarate--CoA ligase (EC 6.2.1.12)		Triticum aestivum (Wheat)	562
A0A3L6D8L9	unreviewed	A0A3L6D8L9_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE12 Zm00014a_016877	Zea mays (Maize)	576
A0A3L6DDM4	unreviewed	A0A3L6DDM4_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_001583	Zea mays (Maize)	1160
A0A3L6DDR3	unreviewed	A0A3L6DDR3_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	ZEAMMB73_Zm00001d045551 Zm00014a_001583	Zea mays (Maize)	1160
A0A3L6DDS1	unreviewed	A0A3L6DDS1_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Zm00014a_028612	Zea mays (Maize)	657
A0A3L6DGG3	unreviewed	A0A3L6DGG3_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE7_0 Zm00014a_042540	Zea mays (Maize)	582
A0A3L6DGX0	unreviewed	A0A3L6DGX0_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Zm00014a_028612	Zea mays (Maize)	657
A0A3L6DHE0	unreviewed	A0A3L6DHE0_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL4 Zm00014a_004841	Zea mays (Maize)	639
A0A3L6DK39	unreviewed	A0A3L6DK39_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL5 Zm00014a_040575	Zea mays (Maize)	410
A0A3L6DVP1	unreviewed	A0A3L6DVP1_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE3_1 Zm00014a_040577	Zea mays (Maize)	503
A0A3L6E057	unreviewed	A0A3L6E057_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL7_1 Zm00014a_004566	Zea mays (Maize)	350
A0A3L6E2Q1	unreviewed	A0A3L6E2Q1_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_004143	Zea mays (Maize)	751
A0A3L6E485	unreviewed	A0A3L6E485_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_004143	Zea mays (Maize)	751
A0A3L6E8A3	unreviewed	A0A3L6E8A3_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE5_2 Zm00014a_001351	Zea mays (Maize)	554
A0A3L6EJR6	unreviewed	A0A3L6EJR6_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL3 Zm00014a_022059	Zea mays (Maize)	555
A0A3L6EUR1	unreviewed	A0A3L6EUR1_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE1_0 Zm00014a_010697	Zea mays (Maize)	586
A0A3L6EW13	unreviewed	A0A3L6EW13_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_039162	Zea mays (Maize)	750
A0A3L6EWM2	unreviewed	A0A3L6EWM2_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_039162	Zea mays (Maize)	750
A0A3L6EY47	unreviewed	A0A3L6EY47_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_023219	Zea mays (Maize)	561
A0A3L6EYG9	unreviewed	A0A3L6EYG9_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_023219	Zea mays (Maize)	561
A0A3L6F2Z6	unreviewed	A0A3L6F2Z6_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL2_0 Zm00014a_023510	Zea mays (Maize)	272
A0A3L6F782	unreviewed	A0A3L6F782_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	LACS9_1 Zm00014a_006123	Zea mays (Maize)	698
A0A3L6F967	unreviewed	A0A3L6F967_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	LACS2 Zm00014a_000294	Zea mays (Maize)	608
A0A3L6FJL3	unreviewed	A0A3L6FJL3_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL9_2 Zm00014a_018070	Zea mays (Maize)	559
A0A3L6FXG1	unreviewed	A0A3L6FXG1_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_020632	Zea mays (Maize)	598
A0A3L6FXN9	unreviewed	A0A3L6FXN9_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL9_0 Zm00014a_018603	Zea mays (Maize)	610
A0A3L6FYT5	unreviewed	A0A3L6FYT5_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE5_0 Zm00014a_014647	Zea mays (Maize)	546
A0A3L6G271	unreviewed	A0A3L6G271_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_020632	Zea mays (Maize)	598
A0A3L6G3R8	unreviewed	A0A3L6G3R8_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	LACS8_0 Zm00014a_014580	Zea mays (Maize)	726
A0A3L6G7B2	unreviewed	A0A3L6G7B2_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_002793	Zea mays (Maize)	654
A0A3L6G7N1	unreviewed	A0A3L6G7N1_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	Zm00014a_002793	Zea mays (Maize)	654
A0A3L6G967	unreviewed	A0A3L6G967_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE3_0 Zm00014a_017268	Zea mays (Maize)	527
A0A3L6PB57	unreviewed	A0A3L6PB57_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM10G09030	Panicum miliaceum (Proso millet) (Broomcorn millet)	492
A0A3L6PE03	unreviewed	A0A3L6PE03_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM10G17930	Panicum miliaceum (Proso millet) (Broomcorn millet)	466
A0A3L6PEC5	unreviewed	A0A3L6PEC5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM10G00760	Panicum miliaceum (Proso millet) (Broomcorn millet)	1169
A0A3L6PFM2	unreviewed	A0A3L6PFM2_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM10G03200	Panicum miliaceum (Proso millet) (Broomcorn millet)	649
A0A3L6PG07	unreviewed	A0A3L6PG07_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM18G06140	Panicum miliaceum (Proso millet) (Broomcorn millet)	557
A0A3L6PGT6	unreviewed	A0A3L6PGT6_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM18G06150	Panicum miliaceum (Proso millet) (Broomcorn millet)	573
A0A3L6PHH3	unreviewed	A0A3L6PHH3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM18G01660	Panicum miliaceum (Proso millet) (Broomcorn millet)	672
A0A3L6PKK7	unreviewed	A0A3L6PKK7_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM18G00500	Panicum miliaceum (Proso millet) (Broomcorn millet)	694
A0A3L6PNU3	unreviewed	A0A3L6PNU3_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM18G09390	Panicum miliaceum (Proso millet) (Broomcorn millet)	662
A0A3L6PPS5	unreviewed	A0A3L6PPS5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM14G15820	Panicum miliaceum (Proso millet) (Broomcorn millet)	543
A0A3L6PQE7	unreviewed	A0A3L6PQE7_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM14G08960	Panicum miliaceum (Proso millet) (Broomcorn millet)	553
A0A3L6PQR0	unreviewed	A0A3L6PQR0_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM14G01900	Panicum miliaceum (Proso millet) (Broomcorn millet)	558
A0A3L6PRZ1	unreviewed	A0A3L6PRZ1_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM14G06370	Panicum miliaceum (Proso millet) (Broomcorn millet)	567
A0A3L6PSX9	unreviewed	A0A3L6PSX9_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM16G06610	Panicum miliaceum (Proso millet) (Broomcorn millet)	316
A0A3L6PVZ7	unreviewed	A0A3L6PVZ7_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM16G23850	Panicum miliaceum (Proso millet) (Broomcorn millet)	554
A0A3L6PWE5	unreviewed	A0A3L6PWE5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM16G24480	Panicum miliaceum (Proso millet) (Broomcorn millet)	452
A0A3L6PY22	unreviewed	A0A3L6PY22_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM16G03960	Panicum miliaceum (Proso millet) (Broomcorn millet)	564
A0A3L6PYL4	unreviewed	A0A3L6PYL4_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM16G23830	Panicum miliaceum (Proso millet) (Broomcorn millet)	450
A0A3L6Q275	unreviewed	A0A3L6Q275_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM17G11540	Panicum miliaceum (Proso millet) (Broomcorn millet)	662
A0A3L6Q421	unreviewed	A0A3L6Q421_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM17G08640	Panicum miliaceum (Proso millet) (Broomcorn millet)	533
A0A3L6Q5U5	unreviewed	A0A3L6Q5U5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM15G25270	Panicum miliaceum (Proso millet) (Broomcorn millet)	655
A0A3L6Q5X2	unreviewed	A0A3L6Q5X2_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM15G25280	Panicum miliaceum (Proso millet) (Broomcorn millet)	554
A0A3L6Q6H8	unreviewed	A0A3L6Q6H8_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM15G26500	Panicum miliaceum (Proso millet) (Broomcorn millet)	456
A0A3L6Q737	unreviewed	A0A3L6Q737_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM17G02820	Panicum miliaceum (Proso millet) (Broomcorn millet)	766
A0A3L6QA35	unreviewed	A0A3L6QA35_PANMI	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	C2845_PM15G07260	Panicum miliaceum (Proso millet) (Broomcorn millet)	692
A0A3L6QAM4	unreviewed	A0A3L6QAM4_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM15G05550	Panicum miliaceum (Proso millet) (Broomcorn millet)	724
A0A3L6QC01	unreviewed	A0A3L6QC01_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM15G03760	Panicum miliaceum (Proso millet) (Broomcorn millet)	632
A0A3L6QDI3	unreviewed	A0A3L6QDI3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM12G24160	Panicum miliaceum (Proso millet) (Broomcorn millet)	394
A0A3L6QFD3	unreviewed	A0A3L6QFD3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM12G13990	Panicum miliaceum (Proso millet) (Broomcorn millet)	554
A0A3L6QFE9	unreviewed	A0A3L6QFE9_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM12G01120	Panicum miliaceum (Proso millet) (Broomcorn millet)	452
A0A3L6QFX2	unreviewed	A0A3L6QFX2_PANMI	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	C2845_PM12G15880	Panicum miliaceum (Proso millet) (Broomcorn millet)	706
A0A3L6QMS3	unreviewed	A0A3L6QMS3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM04G17270	Panicum miliaceum (Proso millet) (Broomcorn millet)	532
A0A3L6QWA7	unreviewed	A0A3L6QWA7_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM04G07640	Panicum miliaceum (Proso millet) (Broomcorn millet)	555
A0A3L6R1C0	unreviewed	A0A3L6R1C0_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM08G26210	Panicum miliaceum (Proso millet) (Broomcorn millet)	670
A0A3L6R563	unreviewed	A0A3L6R563_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM08G20810	Panicum miliaceum (Proso millet) (Broomcorn millet)	655
A0A3L6R9E0	unreviewed	A0A3L6R9E0_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM06G13400	Panicum miliaceum (Proso millet) (Broomcorn millet)	697
A0A3L6RB70	unreviewed	A0A3L6RB70_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM06G11670	Panicum miliaceum (Proso millet) (Broomcorn millet)	698
A0A3L6RD42	unreviewed	A0A3L6RD42_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM06G08010	Panicum miliaceum (Proso millet) (Broomcorn millet)	670
A0A3L6RDT5	unreviewed	A0A3L6RDT5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM06G10760	Panicum miliaceum (Proso millet) (Broomcorn millet)	498
A0A3L6REL1	unreviewed	A0A3L6REL1_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G24330	Panicum miliaceum (Proso millet) (Broomcorn millet)	1755
A0A3L6RF31	unreviewed	A0A3L6RF31_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G18900	Panicum miliaceum (Proso millet) (Broomcorn millet)	543
A0A3L6RG97	unreviewed	A0A3L6RG97_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G16330	Panicum miliaceum (Proso millet) (Broomcorn millet)	410
A0A3L6RJE5	unreviewed	A0A3L6RJE5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G02220	Panicum miliaceum (Proso millet) (Broomcorn millet)	565
A0A3L6RK83	unreviewed	A0A3L6RK83_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G10430	Panicum miliaceum (Proso millet) (Broomcorn millet)	547
A0A3L6RMQ9	unreviewed	A0A3L6RMQ9_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM13G07770	Panicum miliaceum (Proso millet) (Broomcorn millet)	563
A0A3L6RU17	unreviewed	A0A3L6RU17_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM11G29250	Panicum miliaceum (Proso millet) (Broomcorn millet)	575
A0A3L6RVU3	unreviewed	A0A3L6RVU3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM11G12590	Panicum miliaceum (Proso millet) (Broomcorn millet)	559
A0A3L6RWX8	unreviewed	A0A3L6RWX8_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM09G03430	Panicum miliaceum (Proso millet) (Broomcorn millet)	649
A0A3L6RYE5	unreviewed	A0A3L6RYE5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM11G06230	Panicum miliaceum (Proso millet) (Broomcorn millet)	434
A0A3L6S1Q9	unreviewed	A0A3L6S1Q9_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM09G11750	Panicum miliaceum (Proso millet) (Broomcorn millet)	529
A0A3L6S335	unreviewed	A0A3L6S335_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM09G20500	Panicum miliaceum (Proso millet) (Broomcorn millet)	593
A0A3L6S3V9	unreviewed	A0A3L6S3V9_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM09G00590	Panicum miliaceum (Proso millet) (Broomcorn millet)	1341
A0A3L6S8F4	unreviewed	A0A3L6S8F4_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G41720	Panicum miliaceum (Proso millet) (Broomcorn millet)	809
A0A3L6SBB5	unreviewed	A0A3L6SBB5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G37190	Panicum miliaceum (Proso millet) (Broomcorn millet)	276
A0A3L6SC17	unreviewed	A0A3L6SC17_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G44350	Panicum miliaceum (Proso millet) (Broomcorn millet)	731
A0A3L6SCE4	unreviewed	A0A3L6SCE4_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G38670	Panicum miliaceum (Proso millet) (Broomcorn millet)	580
A0A3L6SCR8	unreviewed	A0A3L6SCR8_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G28430	Panicum miliaceum (Proso millet) (Broomcorn millet)	573
A0A3L6SEF1	unreviewed	A0A3L6SEF1_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G38480	Panicum miliaceum (Proso millet) (Broomcorn millet)	545
A0A3L6SEF8	unreviewed	A0A3L6SEF8_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G28440	Panicum miliaceum (Proso millet) (Broomcorn millet)	567
A0A3L6SEX5	unreviewed	A0A3L6SEX5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G08730	Panicum miliaceum (Proso millet) (Broomcorn millet)	515
A0A3L6SFG5	unreviewed	A0A3L6SFG5_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G37180	Panicum miliaceum (Proso millet) (Broomcorn millet)	560
A0A3L6SG68	unreviewed	A0A3L6SG68_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G08740	Panicum miliaceum (Proso millet) (Broomcorn millet)	851
A0A3L6SHQ3	unreviewed	A0A3L6SHQ3_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM02G38360	Panicum miliaceum (Proso millet) (Broomcorn millet)	628
A0A3L6SL81	unreviewed	A0A3L6SL81_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM07G23800	Panicum miliaceum (Proso millet) (Broomcorn millet)	557
A0A3L6SPQ7	unreviewed	A0A3L6SPQ7_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM07G31700	Panicum miliaceum (Proso millet) (Broomcorn millet)	410
